#1
double PVProduction( 35041, 2 ) # Time [s]; PVout [kW]
5166000;0
5166900;0
5167800;0
5168700;0
5169600;0
5170500;0
5171400;0
5172300;0
5173200;0
5174100;0
5175000;0
5175900;0
5176800;0
5177700;0
5178600;0
5179500;0
5180400;0
5181300;0
5182200;0
5183100;0
5184000;0
5184900;0
5185800;0
5186700;0
5187600;0
5188500;0
5189400;0
5190300;0
5191200;0
5192100;0
5193000;0
5193900;0
5194800;0
5195700;0
5196600;0
5197500;0
5198400;0
5199300;0
5200200;0
5201100;0
5202000;0
5202900;0
5203800;0
5204700;0
5205600;0
5206500;0
5207400;0
5208300;0
5209200;0
5210100;0
5211000;0
5211900;0.165
5212800;0.293
5213700;0.84
5214600;0.833
5215500;0.915
5216400;0.675
5217300;0.69
5218200;0.578
5219100;1.02
5220000;1.808
5220900;3.713
5221800;6.15
5222700;4.365
5223600;4.133
5224500;3.495
5225400;7.283
5226300;7.433
5227200;9
5228100;9.75
5229000;5.948
5229900;3.608
5230800;5.535
5231700;4.2
5232600;1.928
5233500;1.575
5234400;1.245
5235300;1.658
5236200;5.048
5237100;8.618
5238000;7.703
5238900;5.145
5239800;4.26
5240700;3.488
5241600;1.988
5242500;1.553
5243400;2.1
5244300;2.528
5245200;0.9
5246100;0.368
5247000;0.06
5247900;0.03
5248800;0
5249700;0
5250600;0
5251500;0
5252400;0
5253300;0
5254200;0
5255100;0
5256000;0
5256900;0
5257800;0
5258700;0
5259600;0
5260500;0
5261400;0
5262300;0
5263200;0
5264100;0
5265000;0
5265900;0
5266800;0
5267700;0
5268600;0
5269500;0
5270400;0
5271300;0
5272200;0
5273100;0
5274000;0
5274900;0
5275800;0
5276700;0
5277600;0
5278500;0
5279400;0
5280300;0
5281200;0
5282100;0
5283000;0
5283900;0
5284800;0
5285700;0
5286600;0
5287500;0
5288400;0
5289300;0
5290200;0
5291100;0
5292000;0
5292900;0
5293800;0
5294700;0.015
5295600;0.315
5296500;0.758
5297400;1.223
5298300;1.613
5299200;2.745
5300100;4.913
5301000;6.098
5301900;7.725
5302800;9.188
5303700;10.883
5304600;12.72
5305500;14.235
5306400;15.765
5307300;17.19
5308200;18.488
5309100;19.628
5310000;20.52
5310900;21.338
5311800;22.095
5312700;22.905
5313600;23.445
5314500;23.94
5315400;24.263
5316300;24.608
5317200;24.743
5318100;24.78
5319000;24.443
5319900;19.365
5320800;23.955
5321700;22.74
5322600;22.058
5323500;20.873
5324400;19.89
5325300;18.518
5326200;17.295
5327100;15.735
5328000;13.658
5328900;10.29
5329800;5.498
5330700;3.75
5331600;1.853
5332500;1.605
5333400;0.713
5334300;0.113
5335200;0
5336100;0
5337000;0
5337900;0
5338800;0
5339700;0
5340600;0
5341500;0
5342400;0
5343300;0
5344200;0
5345100;0
5346000;0
5346900;0
5347800;0
5348700;0
5349600;0
5350500;0
5351400;0
5352300;0
5353200;0
5354100;0
5355000;0
5355900;0
5356800;0
5357700;0
5358600;0
5359500;0
5360400;0
5361300;0
5362200;0
5363100;0
5364000;0
5364900;0
5365800;0
5366700;0
5367600;0
5368500;0
5369400;0
5370300;0
5371200;0
5372100;0
5373000;0
5373900;0
5374800;0
5375700;0
5376600;0
5377500;0
5378400;0
5379300;0
5380200;0
5381100;0
5382000;0
5382900;0
5383800;0
5384700;0.045
5385600;0.015
5386500;0.075
5387400;0.263
5388300;0.428
5389200;0.66
5390100;1.028
5391000;1.508
5391900;2.243
5392800;2.813
5393700;4.868
5394600;5.685
5395500;7.65
5396400;9.555
5397300;13.808
5398200;16.44
5399100;11.52
5400000;20.505
5400900;24.045
5401800;28.56
5402700;29.52
5403600;18.42
5404500;16.628
5405400;12.233
5406300;14.873
5407200;11.153
5408100;8.798
5409000;6.735
5409900;6.878
5410800;6.368
5411700;5.55
5412600;3.983
5413500;3.068
5414400;3.285
5415300;2.963
5416200;2.34
5417100;2.085
5418000;1.59
5418900;1.005
5419800;0.338
5420700;0.015
5421600;0
5422500;0
5423400;0
5424300;0
5425200;0
5426100;0
5427000;0
5427900;0
5428800;0
5429700;0
5430600;0
5431500;0
5432400;0
5433300;0
5434200;0
5435100;0
5436000;0
5436900;0
5437800;0
5438700;0
5439600;0
5440500;0
5441400;0
5442300;0
5443200;0
5444100;0
5445000;0
5445900;0
5446800;0
5447700;0
5448600;0
5449500;0
5450400;0
5451300;0
5452200;0
5453100;0
5454000;0
5454900;0
5455800;0
5456700;0
5457600;0
5458500;0
5459400;0
5460300;0
5461200;0
5462100;0
5463000;0
5463900;0
5464800;0
5465700;0
5466600;0
5467500;0
5468400;0
5469300;0
5470200;0
5471100;0
5472000;0
5472900;0
5473800;0
5474700;0.015
5475600;0.105
5476500;0.24
5477400;0.405
5478300;0.495
5479200;0.45
5480100;0.18
5481000;0.038
5481900;0.12
5482800;0.27
5483700;0.375
5484600;0.375
5485500;0.405
5486400;0.293
5487300;0.263
5488200;0.3
5489100;0.33
5490000;0.338
5490900;0.398
5491800;0.548
5492700;0.893
5493600;0.923
5494500;0.668
5495400;0.593
5496300;0.945
5497200;0.683
5498100;0.48
5499000;0.495
5499900;0.668
5500800;0.548
5501700;0.323
5502600;0.225
5503500;0.135
5504400;0.09
5505300;0.053
5506200;0.023
5507100;0
5508000;0
5508900;0
5509800;0
5510700;0
5511600;0
5512500;0
5513400;0
5514300;0
5515200;0
5516100;0
5517000;0
5517900;0
5518800;0
5519700;0
5520600;0
5521500;0
5522400;0
5523300;0
5524200;0
5525100;0
5526000;0
5526900;0
5527800;0
5528700;0
5529600;0
5530500;0
5531400;0
5532300;0
5533200;0
5534100;0
5535000;0
5535900;0
5536800;0
5537700;0
5538600;0
5539500;0
5540400;0
5541300;0
5542200;0
5543100;0
5544000;0
5544900;0
5545800;0
5546700;0
5547600;0
5548500;0
5549400;0
5550300;0
5551200;0
5552100;0
5553000;0
5553900;0
5554800;0
5555700;0
5556600;0
5557500;0
5558400;0.045
5559300;0.188
5560200;0.3
5561100;0.398
5562000;0.518
5562900;0.63
5563800;0.758
5564700;0.998
5565600;1.29
5566500;1.898
5567400;2.775
5568300;3.083
5569200;3.39
5570100;3.765
5571000;4.185
5571900;5.1
5572800;7.08
5573700;9.518
5574600;12.33
5575500;15.06
5576400;16.725
5577300;17.655
5578200;18.818
5579100;18.915
5580000;18.42
5580900;19.8
5581800;19.433
5582700;18.953
5583600;18.645
5584500;17.805
5585400;16.808
5586300;15.608
5587200;13.725
5588100;11.37
5589000;7.673
5589900;3.083
5590800;1.56
5591700;1.448
5592600;0.998
5593500;0.278
5594400;0
5595300;0
5596200;0
5597100;0
5598000;0
5598900;0
5599800;0
5600700;0
5601600;0
5602500;0
5603400;0
5604300;0
5605200;0
5606100;0
5607000;0
5607900;0
5608800;0
5609700;0
5610600;0
5611500;0
5612400;0
5613300;0
5614200;0
5615100;0
5616000;0
5616900;0
5617800;0
5618700;0
5619600;0
5620500;0
5621400;0
5622300;0
5623200;0
5624100;0
5625000;0
5625900;0
5626800;0
5627700;0
5628600;0
5629500;0
5630400;0
5631300;0
5632200;0
5633100;0
5634000;0
5634900;0
5635800;0
5636700;0
5637600;0
5638500;0
5639400;0
5640300;0.12
5641200;0.623
5642100;1.26
5643000;1.943
5643900;2.513
5644800;3.203
5645700;4.785
5646600;6.39
5647500;7.928
5648400;10.058
5649300;12.308
5650200;13.238
5651100;13.418
5652000;15.998
5652900;16.71
5653800;17.805
5654700;19.028
5655600;19.815
5656500;20.07
5657400;20.663
5658300;21.563
5659200;21.84
5660100;22.215
5661000;22.455
5661900;22.643
5662800;22.515
5663700;22.283
5664600;22.028
5665500;21.81
5666400;21.12
5667300;20.168
5668200;19.5
5669100;18.923
5670000;17.61
5670900;16.56
5671800;15.623
5672700;14.303
5673600;12.63
5674500;10.418
5675400;7.103
5676300;4.305
5677200;2.723
5678100;1.95
5679000;0.66
5679900;0.225
5680800;0.03
5681700;0
5682600;0
5683500;0
5684400;0
5685300;0
5686200;0
5687100;0
5688000;0
5688900;0
5689800;0
5690700;0
5691600;0
5692500;0
5693400;0
5694300;0
5695200;0
5696100;0
5697000;0
5697900;0
5698800;0
5699700;0
5700600;0
5701500;0
5702400;0
5703300;0
5704200;0
5705100;0
5706000;0
5706900;0
5707800;0
5708700;0
5709600;0
5710500;0
5711400;0
5712300;0
5713200;0
5714100;0
5715000;0
5715900;0
5716800;0
5717700;0
5718600;0
5719500;0
5720400;0
5721300;0
5722200;0
5723100;0
5724000;0
5724900;0
5725800;0
5726700;0.143
5727600;0.458
5728500;0.825
5729400;2.055
5730300;2.918
5731200;3.855
5732100;5.438
5733000;6.225
5733900;8.468
5734800;10.095
5735700;11.7
5736600;13.17
5737500;15.255
5738400;16.238
5739300;17.715
5740200;18.728
5741100;20.138
5742000;19.448
5742900;21.585
5743800;22.253
5744700;23.303
5745600;23.31
5746500;23.31
5747400;22.8
5748300;23.678
5749200;23.513
5750100;22.193
5751000;23.1
5751900;22.358
5752800;20.093
5753700;22.253
5754600;21.57
5755500;20.108
5756400;19.125
5757300;18.383
5758200;17.033
5759100;13.973
5760000;14.025
5760900;10.05
5761800;7.628
5762700;5.993
5763600;4.703
5764500;2.58
5765400;1.118
5766300;0.405
5767200;0.015
5768100;0
5769000;0
5769900;0
5770800;0
5771700;0
5772600;0
5773500;0
5774400;0
5775300;0
5776200;0
5777100;0
5778000;0
5778900;0
5779800;0
5780700;0
5781600;0
5782500;0
5783400;0
5784300;0
5785200;0
5786100;0
5787000;0
5787900;0
5788800;0
5789700;0
5790600;0
5791500;0
5792400;0
5793300;0
5794200;0
5795100;0
5796000;0
5796900;0
5797800;0
5798700;0
5799600;0
5800500;0
5801400;0
5802300;0
5803200;0
5804100;0
5805000;0
5805900;0
5806800;0
5807700;0
5808600;0
5809500;0
5810400;0
5811300;0
5812200;0.195
5813100;0.248
5814000;0.735
5814900;1.29
5815800;1.845
5816700;2.4
5817600;3.278
5818500;3.6
5819400;4.133
5820300;5.22
5821200;5.61
5822100;6.015
5823000;8.13
5823900;9.428
5824800;14.153
5825700;14.888
5826600;16.883
5827500;19.38
5828400;21.848
5829300;23.858
5830200;19.875
5831100;14.318
5832000;13.028
5832900;14.738
5833800;14.723
5834700;15.518
5835600;19.328
5836500;22.575
5837400;24.158
5838300;24.053
5839200;23.43
5840100;23.085
5841000;17.58
5841900;17.505
5842800;19.29
5843700;19.178
5844600;17.79
5845500;16.515
5846400;14.873
5847300;11.693
5848200;7.905
5849100;5.46
5850000;4.043
5850900;2.918
5851800;1.305
5852700;0.405
5853600;0.083
5854500;0
5855400;0
5856300;0
5857200;0
5858100;0
5859000;0
5859900;0
5860800;0
5861700;0
5862600;0
5863500;0
5864400;0
5865300;0
5866200;0
5867100;0
5868000;0
5868900;0
5869800;0
5870700;0
5871600;0
5872500;0
5873400;0
5874300;0
5875200;0
5876100;0
5877000;0
5877900;0
5878800;0
5879700;0
5880600;0
5881500;0
5882400;0
5883300;0
5884200;0
5885100;0
5886000;0
5886900;0
5887800;0
5888700;0
5889600;0
5890500;0
5891400;0
5892300;0
5893200;0
5894100;0
5895000;0
5895900;0
5896800;0
5897700;0
5898600;0
5899500;0.195
5900400;0.503
5901300;1.013
5902200;1.98
5903100;2.94
5904000;4.065
5904900;5.13
5905800;7.065
5906700;8.535
5907600;10.155
5908500;12
5909400;13.59
5910300;15.165
5911200;16.665
5912100;18.015
5913000;19.29
5913900;20.25
5914800;21.21
5915700;21.96
5916600;22.703
5917500;23.49
5918400;23.873
5919300;24.225
5920200;24.555
5921100;24.653
5922000;24.615
5922900;24.698
5923800;24.66
5924700;24.27
5925600;23.7
5926500;22.823
5927400;22.02
5928300;20.88
5929200;20.198
5930100;18.908
5931000;17.37
5931900;16.043
5932800;14.213
5933700;12.023
5934600;9.338
5935500;5.468
5936400;2.445
5937300;1.575
5938200;1.208
5939100;0.405
5940000;0.03
5940900;0
5941800;0
5942700;0
5943600;0
5944500;0
5945400;0
5946300;0
5947200;0
5948100;0
5949000;0
5949900;0
5950800;0
5951700;0
5952600;0
5953500;0
5954400;0
5955300;0
5956200;0
5957100;0
5958000;0
5958900;0
5959800;0
5960700;0
5961600;0
5962500;0
5963400;0
5964300;0
5965200;0
5966100;0
5967000;0
5967900;0
5968800;0
5969700;0
5970600;0
5971500;0
5972400;0
5973300;0
5974200;0
5975100;0
5976000;0
5976900;0
5977800;0
5978700;0
5979600;0
5980500;0
5981400;0
5982300;0
5983200;0
5984100;0
5985000;0
5985900;0
5986800;0.105
5987700;0.405
5988600;0.998
5989500;1.388
5990400;1.635
5991300;1.988
5992200;2.235
5993100;3
5994000;2.97
5994900;4.163
5995800;4.913
5996700;5.595
5997600;5.46
5998500;6.135
5999400;6.99
6000300;6.863
6001200;6.833
6002100;7.38
6003000;7.823
6003900;8.468
6004800;6.585
6005700;8.363
6006600;10.08
6007500;7.44
6008400;6.93
6009300;9.36
6010200;6.683
6011100;5.775
6012000;5.903
6012900;6.405
6013800;9.6
6014700;7.913
6015600;7.98
6016500;5.625
6017400;7.11
6018300;7.245
6019200;7.028
6020100;9.705
6021000;8.925
6021900;3.173
6022800;2.325
6023700;1.328
6024600;0.555
6025500;0.15
6026400;0
6027300;0
6028200;0
6029100;0
6030000;0
6030900;0
6031800;0
6032700;0
6033600;0
6034500;0
6035400;0
6036300;0
6037200;0
6038100;0
6039000;0
6039900;0
6040800;0
6041700;0
6042600;0
6043500;0
6044400;0
6045300;0
6046200;0
6047100;0
6048000;0
6048900;0
6049800;0
6050700;0
6051600;0
6052500;0
6053400;0
6054300;0
6055200;0
6056100;0
6057000;0
6057900;0
6058800;0
6059700;0
6060600;0
6061500;0
6062400;0
6063300;0
6064200;0
6065100;0
6066000;0
6066900;0
6067800;0
6068700;0
6069600;0
6070500;0
6071400;0
6072300;0.218
6073200;0.81
6074100;1.23
6075000;1.688
6075900;2.07
6076800;2.888
6077700;4.065
6078600;5.325
6079500;6.563
6080400;10.328
6081300;15.24
6082200;19.898
6083100;19.958
6084000;21.818
6084900;22.875
6085800;8.685
6086700;8.085
6087600;9.93
6088500;19.815
6089400;16.988
6090300;24.833
6091200;27.563
6092100;30.383
6093000;21.09
6093900;22.77
6094800;28.815
6095700;27.69
6096600;27.045
6097500;26.483
6098400;24.75
6099300;23.873
6100200;22.388
6101100;21.038
6102000;19.365
6102900;16.823
6103800;11.085
6104700;9.06
6105600;8.115
6106500;11.205
6107400;8.603
6108300;3.593
6109200;2.535
6110100;2.55
6111000;1.77
6111900;0.623
6112800;0.188
6113700;0
6114600;0
6115500;0
6116400;0
6117300;0
6118200;0
6119100;0
6120000;0
6120900;0
6121800;0
6122700;0
6123600;0
6124500;0
6125400;0
6126300;0
6127200;0
6128100;0
6129000;0
6129900;0
6130800;0
6131700;0
6132600;0
6133500;0
6134400;0
6135300;0
6136200;0
6137100;0
6138000;0
6138900;0
6139800;0
6140700;0
6141600;0
6142500;0
6143400;0
6144300;0
6145200;0
6146100;0
6147000;0
6147900;0
6148800;0
6149700;0
6150600;0
6151500;0
6152400;0
6153300;0
6154200;0
6155100;0
6156000;0
6156900;0
6157800;0.09
6158700;0.405
6159600;0.818
6160500;1.448
6161400;2.175
6162300;3
6163200;4.155
6164100;5.648
6165000;7.5
6165900;9.09
6166800;10.673
6167700;12.323
6168600;13.905
6169500;15.488
6170400;16.988
6171300;18.383
6172200;19.605
6173100;20.745
6174000;21.713
6174900;22.718
6175800;23.423
6176700;24.015
6177600;24.585
6178500;25.14
6179400;25.47
6180300;25.688
6181200;25.635
6182100;25.628
6183000;25.163
6183900;24.878
6184800;24.255
6185700;23.453
6186600;22.515
6187500;21.578
6188400;20.528
6189300;19.305
6190200;17.79
6191100;16.23
6192000;14.333
6192900;12.045
6193800;9.57
6194700;6.78
6195600;4.35
6196500;2.745
6197400;1.793
6198300;0.623
6199200;0.128
6200100;0
6201000;0
6201900;0
6202800;0
6203700;0
6204600;0
6205500;0
6206400;0
6207300;0
6208200;0
6209100;0
6210000;0
6210900;0
6211800;0
6212700;0
6213600;0
6214500;0
6215400;0
6216300;0
6217200;0
6218100;0
6219000;0
6219900;0
6220800;0
6221700;0
6222600;0
6223500;0
6224400;0
6225300;0
6226200;0
6227100;0
6228000;0
6228900;0
6229800;0
6230700;0
6231600;0
6232500;0
6233400;0
6234300;0
6235200;0
6236100;0
6237000;0
6237900;0
6238800;0
6239700;0
6240600;0
6241500;0
6242400;0
6243300;0
6244200;0.105
6245100;0.488
6246000;1.11
6246900;1.883
6247800;2.655
6248700;3.608
6249600;4.725
6250500;6.045
6251400;7.32
6252300;8.933
6253200;10.575
6254100;12.105
6255000;13.658
6255900;14.955
6256800;16.185
6257700;17.58
6258600;18.863
6259500;19.898
6260400;20.918
6261300;21.84
6262200;22.545
6263100;23.16
6264000;23.43
6264900;23.888
6265800;24.225
6266700;24.585
6267600;24.465
6268500;24.548
6269400;23.978
6270300;23.498
6271200;22.973
6272100;22.275
6273000;21.473
6273900;20.565
6274800;19.455
6275700;18.113
6276600;16.755
6277500;15.195
6278400;13.365
6279300;11.348
6280200;9.218
6281100;6.645
6282000;4.335
6282900;2.79
6283800;1.373
6284700;0.6
6285600;0.105
6286500;0
6287400;0
6288300;0
6289200;0
6290100;0
6291000;0
6291900;0
6292800;0
6293700;0
6294600;0
6295500;0
6296400;0
6297300;0
6298200;0
6299100;0
6300000;0
6300900;0
6301800;0
6302700;0
6303600;0
6304500;0
6305400;0
6306300;0
6307200;0
6308100;0
6309000;0
6309900;0
6310800;0
6311700;0
6312600;0
6313500;0
6314400;0
6315300;0
6316200;0
6317100;0
6318000;0
6318900;0
6319800;0
6320700;0
6321600;0
6322500;0
6323400;0
6324300;0
6325200;0
6326100;0
6327000;0
6327900;0
6328800;0
6329700;0
6330600;0.135
6331500;0.488
6332400;1.41
6333300;2.153
6334200;2.67
6335100;3.638
6336000;5.1
6336900;6.368
6337800;7.793
6338700;9.128
6339600;10.605
6340500;11.985
6341400;13.448
6342300;14.843
6343200;16.425
6344100;17.7
6345000;18.675
6345900;20.018
6346800;21.068
6347700;22.058
6348600;22.838
6349500;23.985
6350400;24.675
6351300;22.605
6352200;22.283
6353100;25.883
6354000;25.605
6354900;25.56
6355800;25.5
6356700;24.9
6357600;24.233
6358500;23.258
6359400;22.11
6360300;20.753
6361200;19.875
6362100;19.163
6363000;16.223
6363900;15.945
6364800;13.463
6365700;11.7
6366600;9.87
6367500;7.343
6368400;4.853
6369300;3.09
6370200;1.98
6371100;0.75
6372000;0.225
6372900;0
6373800;0
6374700;0
6375600;0
6376500;0
6377400;0
6378300;0
6379200;0
6380100;0
6381000;0
6381900;0
6382800;0
6383700;0
6384600;0
6385500;0
6386400;0
6387300;0
6388200;0
6389100;0
6390000;0
6390900;0
6391800;0
6392700;0
6393600;0
6394500;0
6395400;0
6396300;0
6397200;0
6398100;0
6399000;0
6399900;0
6400800;0
6401700;0
6402600;0
6403500;0
6404400;0
6405300;0
6406200;0
6407100;0
6408000;0
6408900;0
6409800;0
6410700;0
6411600;0
6412500;0
6413400;0
6414300;0
6415200;0
6416100;0
6417000;0.075
6417900;0.413
6418800;0.84
6419700;1.388
6420600;2.468
6421500;2.663
6422400;3.33
6423300;6.675
6424200;8.835
6425100;11.34
6426000;13.965
6426900;15.99
6427800;18.33
6428700;19.86
6429600;20.955
6430500;22.283
6431400;22.898
6432300;23.213
6433200;25.38
6434100;26.52
6435000;27.383
6435900;27.713
6436800;29.093
6437700;29.985
6438600;29.693
6439500;29.775
6440400;25.635
6441300;27.503
6442200;27.555
6443100;29.378
6444000;24.69
6444900;27.338
6445800;26.768
6446700;26.145
6447600;22.538
6448500;19.793
6449400;19.185
6450300;14.205
6451200;9.173
6452100;8.168
6453000;12.42
6453900;9
6454800;5.61
6455700;3.39
6456600;1.62
6457500;0.75
6458400;0.21
6459300;0
6460200;0
6461100;0
6462000;0
6462900;0
6463800;0
6464700;0
6465600;0
6466500;0
6467400;0
6468300;0
6469200;0
6470100;0
6471000;0
6471900;0
6472800;0
6473700;0
6474600;0
6475500;0
6476400;0
6477300;0
6478200;0
6479100;0
6480000;0
6480900;0
6481800;0
6482700;0
6483600;0
6484500;0
6485400;0
6486300;0
6487200;0
6488100;0
6489000;0
6489900;0
6490800;0
6491700;0
6492600;0
6493500;0
6494400;0
6495300;0
6496200;0
6497100;0
6498000;0
6498900;0
6499800;0
6500700;0
6501600;0
6502500;0
6503400;0.075
6504300;0.578
6505200;1.11
6506100;1.71
6507000;2.385
6507900;2.775
6508800;2.715
6509700;2.925
6510600;3.225
6511500;3.375
6512400;4.35
6513300;5.145
6514200;6.36
6515100;7.89
6516000;6.653
6516900;6.218
6517800;5.85
6518700;5.805
6519600;5.813
6520500;5.535
6521400;5.123
6522300;4.455
6523200;3.923
6524100;3.338
6525000;2.948
6525900;2.828
6526800;3.405
6527700;4.38
6528600;5.4
6529500;6.075
6530400;6.548
6531300;7.223
6532200;7.838
6533100;8.025
6534000;7.838
6534900;7.17
6535800;7.98
6536700;8.543
6537600;6.533
6538500;5.565
6539400;4.95
6540300;4.208
6541200;3.375
6542100;2.408
6543000;1.313
6543900;0.593
6544800;0.135
6545700;0
6546600;0
6547500;0
6548400;0
6549300;0
6550200;0
6551100;0
6552000;0
6552900;0
6553800;0
6554700;0
6555600;0
6556500;0
6557400;0
6558300;0
6559200;0
6560100;0
6561000;0
6561900;0
6562800;0
6563700;0
6564600;0
6565500;0
6566400;0
6567300;0
6568200;0
6569100;0
6570000;0
6570900;0
6571800;0
6572700;0
6573600;0
6574500;0
6575400;0
6576300;0
6577200;0
6578100;0
6579000;0
6579900;0
6580800;0
6581700;0
6582600;0
6583500;0
6584400;0
6585300;0
6586200;0
6587100;0
6588000;0
6588900;0.045
6589800;0.465
6590700;1.02
6591600;1.68
6592500;2.31
6593400;2.798
6594300;3.615
6595200;4.628
6596100;6.248
6597000;7.838
6597900;9.458
6598800;11.048
6599700;12.69
6600600;14.235
6601500;15.555
6602400;16.575
6603300;18.563
6604200;19.5
6605100;20.543
6606000;21.45
6606900;22.23
6607800;22.868
6608700;23.513
6609600;23.963
6610500;24.18
6611400;24.075
6612300;24.203
6613200;24.18
6614100;24.165
6615000;22.395
6615900;23.415
6616800;23.888
6617700;22.703
6618600;19.95
6619500;11.085
6620400;9.743
6621300;7.553
6622200;5.858
6623100;5.175
6624000;5.648
6624900;4.163
6625800;2.783
6626700;2.865
6627600;2.648
6628500;2.003
6629400;1.148
6630300;0.495
6631200;0.06
6632100;0
6633000;0
6633900;0
6634800;0
6635700;0
6636600;0
6637500;0
6638400;0
6639300;0
6640200;0
6641100;0
6642000;0
6642900;0
6643800;0
6644700;0
6645600;0
6646500;0
6647400;0
6648300;0
6649200;0
6650100;0
6651000;0
6651900;0
6652800;0
6653700;0
6654600;0
6655500;0
6656400;0
6657300;0
6658200;0
6659100;0
6660000;0
6660900;0
6661800;0
6662700;0
6663600;0
6664500;0
6665400;0
6666300;0
6667200;0
6668100;0
6669000;0
6669900;0
6670800;0
6671700;0
6672600;0
6673500;0
6674400;0
6675300;0
6676200;0.278
6677100;0.728
6678000;1.343
6678900;1.718
6679800;2.325
6680700;3.495
6681600;3.833
6682500;4.583
6683400;6.293
6684300;10.275
6685200;12.233
6686100;13.635
6687000;15.983
6687900;16.928
6688800;17.798
6689700;17.873
6690600;18.533
6691500;19.958
6692400;21.038
6693300;21.69
6694200;22.5
6695100;23.13
6696000;23.498
6696900;23.985
6697800;22.995
6698700;24.345
6699600;24.383
6700500;24.068
6701400;24.105
6702300;23.498
6703200;23.76
6704100;22.673
6705000;21.78
6705900;20.31
6706800;18.803
6707700;18.593
6708600;17.01
6709500;15.068
6710400;13.845
6711300;11.348
6712200;8.528
6713100;5.468
6714000;4.05
6714900;2.108
6715800;1.523
6716700;0.878
6717600;0.33
6718500;0.015
6719400;0
6720300;0
6721200;0
6722100;0
6723000;0
6723900;0
6724800;0
6725700;0
6726600;0
6727500;0
6728400;0
6729300;0
6730200;0
6731100;0
6732000;0
6732900;0
6733800;0
6734700;0
6735600;0
6736500;0
6737400;0
6738300;0
6739200;0
6740100;0
6741000;0
6741900;0
6742800;0
6743700;0
6744600;0
6745500;0
6746400;0
6747300;0
6748200;0
6749100;0
6750000;0
6750900;0
6751800;0
6752700;0
6753600;0
6754500;0
6755400;0
6756300;0
6757200;0
6758100;0
6759000;0
6759900;0
6760800;0
6761700;0.045
6762600;0.375
6763500;0.983
6764400;1.56
6765300;2.198
6766200;3.173
6767100;4.208
6768000;5.415
6768900;6.84
6769800;8.183
6770700;9.84
6771600;11.28
6772500;12.893
6773400;13.875
6774300;12.75
6775200;10.395
6776100;7.365
6777000;6.338
6777900;8.648
6778800;13.245
6779700;18.278
6780600;22.185
6781500;23.948
6782400;24.503
6783300;24.795
6784200;25.11
6785100;25.043
6786000;25.125
6786900;25.028
6787800;24.6
6788700;24.21
6789600;23.835
6790500;23.265
6791400;22.448
6792300;21.293
6793200;20.505
6794100;19.41
6795000;18.023
6795900;16.448
6796800;14.603
6797700;12.788
6798600;10.77
6799500;8.595
6800400;6.135
6801300;3.84
6802200;2.363
6803100;1.253
6804000;0.398
6804900;0.045
6805800;0
6806700;0
6807600;0
6808500;0
6809400;0
6810300;0
6811200;0
6812100;0
6813000;0
6813900;0
6814800;0
6815700;0
6816600;0
6817500;0
6818400;0
6819300;0
6820200;0
6821100;0
6822000;0
6822900;0
6823800;0
6824700;0
6825600;0
6826500;0
6827400;0
6828300;0
6829200;0
6830100;0
6831000;0
6831900;0
6832800;0
6833700;0
6834600;0
6835500;0
6836400;0
6837300;0
6838200;0
6839100;0
6840000;0
6840900;0
6841800;0
6842700;0
6843600;0
6844500;0
6845400;0
6846300;0
6847200;0
6848100;0.06
6849000;0.488
6849900;0.968
6850800;1.32
6851700;1.823
6852600;2.588
6853500;3.42
6854400;4.125
6855300;4.605
6856200;7.058
6857100;9.713
6858000;12.308
6858900;5.64
6859800;5.445
6860700;4.53
6861600;6.45
6862500;6.968
6863400;7.65
6864300;9.15
6865200;6.21
6866100;5.775
6867000;5.445
6867900;5.055
6868800;6.24
6869700;9.9
6870600;10.665
6871500;10.515
6872400;11.67
6873300;11.22
6874200;6.69
6875100;6.36
6876000;7.403
6876900;6.87
6877800;9.983
6878700;7.98
6879600;4.935
6880500;3.615
6881400;2.198
6882300;2.16
6883200;2.73
6884100;2.07
6885000;1.118
6885900;0.465
6886800;0.345
6887700;0.323
6888600;0.173
6889500;0.083
6890400;0
6891300;0
6892200;0
6893100;0
6894000;0
6894900;0
6895800;0
6896700;0
6897600;0
6898500;0
6899400;0
6900300;0
6901200;0
6902100;0
6903000;0
6903900;0
6904800;0
6905700;0
6906600;0
6907500;0
6908400;0
6909300;0
6910200;0
6911100;0
6912000;0
6912900;0
6913800;0
6914700;0
6915600;0
6916500;0
6917400;0
6918300;0
6919200;0
6920100;0
6921000;0
6921900;0
6922800;0
6923700;0
6924600;0
6925500;0
6926400;0
6927300;0
6928200;0
6929100;0
6930000;0
6930900;0
6931800;0
6932700;0
6933600;0
6934500;0
6935400;0.128
6936300;0.435
6937200;0.75
6938100;1.065
6939000;1.373
6939900;1.133
6940800;1.748
6941700;3.008
6942600;4.733
6943500;6.06
6944400;6.098
6945300;7.44
6946200;9.998
6947100;14.31
6948000;20.505
6948900;23.37
6949800;26.498
6950700;21.57
6951600;17.213
6952500;17.318
6953400;25.275
6954300;17.205
6955200;24.405
6956100;28.365
6957000;22.065
6957900;14.678
6958800;20.048
6959700;25.853
6960600;23.43
6961500;21.945
6962400;24.638
6963300;23.138
6964200;21.39
6965100;21.18
6966000;14.775
6966900;16.335
6967800;17.678
6968700;10.328
6969600;8.228
6970500;8.16
6971400;10.313
6972300;8.153
6973200;6.458
6974100;3.068
6975000;2.025
6975900;1.403
