#1
double PVProduction( 35041, 2 ) # Time [s]; PVout [kW]
16155900;0
16156800;0
16157700;0
16158600;0
16159500;0
16160400;0
16161300;0
16162200;0
16163100;0
16164000;0
16164900;0
16165800;0
16166700;0
16167600;0
16168500;0
16169400;0
16170300;0
16171200;0
16172100;0
16173000;0.06
16173900;0.36
16174800;0.705
16175700;1.005
16176600;1.358
16177500;1.785
16178400;2.4
16179300;3.21
16180200;4.208
16181100;5.295
16182000;6.548
16182900;7.943
16183800;9.345
16184700;10.808
16185600;12.323
16186500;13.883
16187400;15.3
16188300;16.523
16189200;17.79
16190100;19.065
16191000;20.13
16191900;21.083
16192800;22.035
16193700;23.07
16194600;23.565
16195500;24.158
16196400;24.81
16197300;25.26
16198200;25.98
16199100;26.475
16200000;26.775
16200900;26.918
16201800;27.03
16202700;27.113
16203600;26.97
16204500;27.195
16205400;26.115
16206300;25.433
16207200;26.115
16208100;26.723
16209000;23.295
16209900;17.52
16210800;23.198
16211700;17.37
16212600;15.803
16213500;11.7
16214400;9.998
16215300;15.135
16216200;15.353
16217100;15.623
16218000;9.585
16218900;9.405
16219800;9.15
16220700;12.008
16221600;10.965
16222500;4.433
16223400;1.845
16224300;1.335
16225200;1.373
16226100;0.923
16227000;0.495
16227900;0.09
16228800;0
16229700;0
16230600;0
16231500;0
16232400;0
16233300;0
16234200;0
16235100;0
16236000;0
16236900;0
16237800;0
16238700;0
16239600;0
16240500;0
16241400;0
16242300;0
16243200;0
16244100;0
16245000;0
16245900;0
16246800;0
16247700;0
16248600;0
16249500;0
16250400;0
16251300;0
16252200;0
16253100;0
16254000;0
16254900;0
16255800;0
16256700;0
16257600;0
16258500;0
16259400;0
16260300;0.353
16261200;1.058
16262100;0.87
16263000;0.6
16263900;1.493
16264800;0.84
16265700;0.3
16266600;2.895
16267500;4.545
16268400;5.325
16269300;3.945
16270200;3.525
16271100;4.08
16272000;2.13
16272900;2.573
16273800;4.088
16274700;5.078
16275600;7.043
16276500;7.133
16277400;7.928
16278300;8.445
16279200;6.053
16280100;2.873
16281000;10.433
16281900;6.72
16282800;8.775
16283700;8.468
16284600;4.005
16285500;3.113
16286400;17.985
16287300;6.803
16288200;1.485
16289100;2.033
16290000;4.86
16290900;13.598
16291800;10.238
16292700;11.813
16293600;12.113
16294500;10.17
16295400;10.245
16296300;7.613
16297200;8.49
16298100;4.95
16299000;2.288
16299900;1.823
16300800;1.635
16301700;1.755
16302600;2.273
16303500;3.435
16304400;4.988
16305300;4.793
16306200;4.028
16307100;5.025
16308000;4.133
16308900;7.11
16309800;3.038
16310700;2.198
16311600;1.38
16312500;0.728
16313400;0.54
16314300;0.248
16315200;0.015
16316100;0
16317000;0
16317900;0
16318800;0
16319700;0
16320600;0
16321500;0
16322400;0
16323300;0
16324200;0
16325100;0
16326000;0
16326900;0
16327800;0
16328700;0
16329600;0
16330500;0
16331400;0
16332300;0
16333200;0
16334100;0
16335000;0
16335900;0
16336800;0
16337700;0
16338600;0
16339500;0
16340400;0
16341300;0
16342200;0
16343100;0
16344000;0
16344900;0
16345800;0
16346700;0.18
16347600;0.315
16348500;0.458
16349400;0.6
16350300;1.088
16351200;1.725
16352100;2.453
16353000;4.365
16353900;3.96
16354800;6.143
16355700;7.455
16356600;7.71
16357500;10.013
16358400;8.715
16359300;8.1
16360200;15.038
16361100;17.46
16362000;16.778
16362900;18.405
16363800;22.59
16364700;24.375
16365600;24.24
16366500;26.16
16367400;28.8
16368300;28.74
16369200;29.153
16370100;28.905
16371000;23.828
16371900;10.613
16372800;21.683
16373700;14.798
16374600;12.63
16375500;15.263
16376400;17.67
16377300;18.413
16378200;13.455
16379100;16.733
16380000;16.47
16380900;10.38
16381800;12.6
16382700;10.883
16383600;8.723
16384500;9.795
16385400;7.958
16386300;12.098
16387200;12.548
16388100;11.723
16389000;12.315
16389900;15.368
16390800;19.395
16391700;17.505
16392600;11.175
16393500;4.478
16394400;4.875
16395300;3.27
16396200;2.363
16397100;1.89
16398000;1.688
16398900;1.095
16399800;0.638
16400700;0.143
16401600;0
16402500;0
16403400;0
16404300;0
16405200;0
16406100;0
16407000;0
16407900;0
16408800;0
16409700;0
16410600;0
16411500;0
16412400;0
16413300;0
16414200;0
16415100;0
16416000;0
16416900;0
16417800;0
16418700;0
16419600;0
16420500;0
16421400;0
16422300;0
16423200;0
16424100;0
16425000;0
16425900;0
16426800;0
16427700;0
16428600;0
16429500;0
16430400;0
16431300;0
16432200;0.09
16433100;0.405
16434000;0.743
16434900;1.043
16435800;1.335
16436700;1.755
16437600;2.378
16438500;3.27
16439400;4.373
16440300;5.663
16441200;7.17
16442100;8.753
16443000;10.38
16443900;11.985
16444800;13.515
16445700;15.143
16446600;16.545
16447500;18.165
16448400;19.778
16449300;20.933
16450200;21.953
16451100;23.355
16452000;24.368
16452900;25.365
16453800;26.25
16454700;27.128
16455600;27.555
16456500;27.87
16457400;28.268
16458300;28.898
16459200;29.25
16460100;29.588
16461000;29.55
16461900;29.438
16462800;29.438
16463700;29.445
16464600;29.265
16465500;28.905
16466400;28.71
16467300;28.395
16468200;28.058
16469100;27.435
16470000;26.783
16470900;25.905
16471800;24.885
16472700;23.933
16473600;22.83
16474500;21.63
16475400;20.243
16476300;18.773
16477200;17.325
16478100;15.735
16479000;14.048
16479900;12.24
16480800;10.41
16481700;8.573
16482600;6.128
16483500;0.855
16484400;0.653
16485300;0.48
16486200;0.315
16487100;0.158
16488000;0
16488900;0
16489800;0
16490700;0
16491600;0
16492500;0
16493400;0
16494300;0
16495200;0
16496100;0
16497000;0
16497900;0
16498800;0
16499700;0
16500600;0
16501500;0
16502400;0
16503300;0
16504200;0
16505100;0
16506000;0
16506900;0
16507800;0
16508700;0
16509600;0
16510500;0
16511400;0
16512300;0
16513200;0
16514100;0
16515000;0
16515900;0
16516800;0
16517700;0
16518600;0.06
16519500;0.285
16520400;0.57
16521300;0.81
16522200;1.118
16523100;1.53
16524000;2.175
16524900;3.068
16525800;4.163
16526700;5.445
16527600;6.893
16528500;8.483
16529400;10.103
16530300;11.723
16531200;13.365
16532100;15.09
16533000;16.2
16533900;17.94
16534800;19.793
16535700;13.418
16536600;17.805
16537500;22.913
16538400;23.565
16539300;24.323
16540200;25.455
16541100;25.433
16542000;26.475
16542900;26.58
16543800;27.105
16544700;28.26
16545600;20.633
16546500;12.405
16547400;15.743
16548300;16.245
16549200;29.64
16550100;29.31
16551000;26.588
16551900;26.79
16552800;24.773
16553700;26.783
16554600;21.863
16555500;13.68
16556400;19.133
16557300;14.025
16558200;20.198
16559100;15.9
16560000;22.058
16560900;22.223
16561800;21.068
16562700;17.985
16563600;15.435
16564500;13.898
16565400;12.368
16566300;10.088
16567200;7.23
16568100;7.77
16569000;4.605
16569900;1.755
16570800;1.568
16571700;0.968
16572600;0.563
16573500;0.255
16574400;0.015
16575300;0
16576200;0
16577100;0
16578000;0
16578900;0
16579800;0
16580700;0
16581600;0
16582500;0
16583400;0
16584300;0
16585200;0
16586100;0
16587000;0
16587900;0
16588800;0
16589700;0
16590600;0
16591500;0
16592400;0
16593300;0
16594200;0
16595100;0
16596000;0
16596900;0
16597800;0
16598700;0
16599600;0
16600500;0
16601400;0
16602300;0
16603200;0
16604100;0
16605000;0.045
16605900;0.315
16606800;0.623
16607700;0.983
16608600;1.335
16609500;1.703
16610400;2.295
16611300;3.098
16612200;4.073
16613100;5.258
16614000;6.645
16614900;8.115
16615800;9.668
16616700;11.22
16617600;12.818
16618500;14.34
16619400;15.87
16620300;17.228
16621200;18.78
16622100;20.085
16623000;21.27
16623900;22.305
16624800;23.04
16625700;24.008
16626600;24.998
16627500;25.808
16628400;26.055
16629300;26.588
16630200;27.075
16631100;27.255
16632000;25.59
16632900;25.65
16633800;28.493
16634700;27.473
16635600;28.59
16636500;28.395
16637400;28.088
16638300;26.505
16639200;27.405
16640100;22.598
16641000;24.473
16641900;24.405
16642800;21.473
16643700;17.783
16644600;24.413
16645500;22.853
16646400;21.638
16647300;20.888
16648200;19.515
16649100;11.333
16650000;16.298
16650900;6.9
16651800;6.743
16652700;9.638
16653600;7.373
16654500;6.765
16655400;2.535
16656300;1.575
16657200;1.215
16658100;0.968
16659000;0.593
16659900;0.158
16660800;0
16661700;0
16662600;0
16663500;0
16664400;0
16665300;0
16666200;0
16667100;0
16668000;0
16668900;0
16669800;0
16670700;0
16671600;0
16672500;0
16673400;0
16674300;0
16675200;0
16676100;0
16677000;0
16677900;0
16678800;0
16679700;0
16680600;0
16681500;0
16682400;0
16683300;0
16684200;0
16685100;0
16686000;0
16686900;0
16687800;0
16688700;0
16689600;0
16690500;0
16691400;0
16692300;0
16693200;0
16694100;0.045
16695000;0.12
16695900;0.383
16696800;0.878
16697700;1.523
16698600;2.355
16699500;3.098
16700400;3.773
16701300;2.438
16702200;2.685
16703100;3.03
16704000;4.455
16704900;7.028
16705800;6.503
16706700;6.743
16707600;10.238
16708500;11.378
16709400;11.693
16710300;15.06
16711200;21.218
16712100;20.528
16713000;13.643
16713900;13.11
16714800;13.86
16715700;27.818
16716600;18.465
16717500;19.913
16718400;23.468
16719300;10.568
16720200;15.398
16721100;24.758
16722000;26.858
16722900;17.903
16723800;25.283
16724700;24.998
16725600;17.7
16726500;22.763
16727400;17.19
16728300;12.878
16729200;13.05
16730100;17.025
16731000;17.963
16731900;15.398
16732800;12.323
16733700;8.97
16734600;9.945
16735500;9.668
16736400;12.99
16737300;8.13
16738200;7.365
16739100;5.663
16740000;3.075
16740900;2.303
16741800;2.033
16742700;1.2
16743600;0.735
16744500;0.435
16745400;0.068
16746300;0
16747200;0
16748100;0
16749000;0
16749900;0
16750800;0
16751700;0
16752600;0
16753500;0
16754400;0
16755300;0
16756200;0
16757100;0
16758000;0
16758900;0
16759800;0
16760700;0
16761600;0
16762500;0
16763400;0
16764300;0
16765200;0
16766100;0
16767000;0
16767900;0
16768800;0
16769700;0
16770600;0
16771500;0
16772400;0
16773300;0
16774200;0
16775100;0
16776000;0
16776900;0
16777800;0
16778700;0.03
16779600;0.135
16780500;0.375
16781400;0.353
16782300;0.743
16783200;1.005
16784100;1.275
16785000;1.388
16785900;2.693
16786800;4.403
16787700;5.025
16788600;6.743
16789500;10.853
16790400;10.538
16791300;13.478
16792200;13.62
16793100;18.338
16794000;18.21
16794900;21.51
16795800;11.01
16796700;9.788
16797600;10.718
16798500;13.305
16799400;14.49
16800300;21.18
16801200;26.31
16802100;24.675
16803000;25.673
16803900;29.475
16804800;28.688
16805700;29.235
16806600;27.36
16807500;30.053
16808400;28.62
16809300;19.815
16810200;27.825
16811100;30.278
16812000;29.295
16812900;28.193
16813800;27.893
16814700;26.978
16815600;26.745
16816500;25.35
16817400;24.188
16818300;23.213
16819200;21.9
16820100;20.475
16821000;18.938
16821900;17.573
16822800;16.035
16823700;14.408
16824600;12.518
16825500;10.628
16826400;8.115
16827300;3.293
16828200;2.535
16829100;1.283
16830000;1.013
16830900;0.743
16831800;0.51
16832700;0.21
16833600;0
16834500;0
16835400;0
16836300;0
16837200;0
16838100;0
16839000;0
16839900;0
16840800;0
16841700;0
16842600;0
16843500;0
16844400;0
16845300;0
16846200;0
16847100;0
16848000;0
16848900;0
16849800;0
16850700;0
16851600;0
16852500;0
16853400;0
16854300;0
16855200;0
16856100;0
16857000;0
16857900;0
16858800;0
16859700;0
16860600;0
16861500;0
16862400;0
16863300;0
16864200;0.015
16865100;0.255
16866000;0.578
16866900;0.96
16867800;1.328
16868700;1.8
16869600;2.385
16870500;3.135
16871400;4.103
16872300;5.168
16873200;6.428
16874100;7.808
16875000;9.323
16875900;10.8
16876800;12.323
16877700;13.763
16878600;15.203
16879500;16.68
16880400;18.098
16881300;19.38
16882200;20.693
16883100;21.848
16884000;22.83
16884900;23.865
16885800;24.78
16886700;25.5
16887600;26.138
16888500;26.835
16889400;27.165
16890300;27.773
16891200;28.043
16892100;28.103
16893000;28.223
16893900;28.365
16894800;28.283
16895700;28.065
16896600;27.855
16897500;27.743
16898400;27.593
16899300;27.098
16900200;26.55
16901100;25.95
16902000;25.328
16902900;24.3
16903800;23.4
16904700;22.14
16905600;20.715
16906500;19.725
16907400;18.563
16908300;16.95
16909200;15.39
16910100;13.688
16911000;12.06
16911900;9.57
16912800;7.35
16913700;5.483
16914600;4.478
16915500;1.47
16916400;1.14
16917300;0.795
16918200;0.458
16919100;0.188
16920000;0
16920900;0
16921800;0
16922700;0
16923600;0
16924500;0
16925400;0
16926300;0
16927200;0
16928100;0
16929000;0
16929900;0
16930800;0
16931700;0
16932600;0
16933500;0
16934400;0
16935300;0
16936200;0
16937100;0
16938000;0
16938900;0
16939800;0
16940700;0
16941600;0
16942500;0
16943400;0
16944300;0
16945200;0
16946100;0
16947000;0
16947900;0
16948800;0
16949700;0
16950600;0
16951500;0.233
16952400;0.6
16953300;1.058
16954200;1.793
16955100;2.1
16956000;2.64
16956900;3.915
16957800;4.425
16958700;5.25
16959600;7.335
16960500;6.435
16961400;8.978
16962300;9.255
16963200;11.258
16964100;13.178
16965000;14.475
16965900;15.983
16966800;17.265
16967700;18.623
16968600;19.763
16969500;20.768
16970400;21.9
16971300;22.98
16972200;23.895
16973100;24.083
16974000;25.575
16974900;25.343
16975800;25.635
16976700;27.375
16977600;27.93
16978500;27.788
16979400;28.11
16980300;27.93
16981200;27.75
16982100;26.783
16983000;27.548
16983900;27.315
16984800;26.798
16985700;26.333
16986600;25.89
16987500;25.2
16988400;17.888
16989300;16.748
16990200;10.703
16991100;5.745
16992000;3.915
16992900;1.725
16993800;1.005
16994700;0.48
16995600;0.24
16996500;0.36
16997400;0.263
16998300;0.18
16999200;0.24
17000100;0.443
17001000;0.9
17001900;1.673
17002800;2.138
17003700;2.265
17004600;2.393
17005500;1.328
17006400;0.383
17007300;0.015
17008200;0
17009100;0
17010000;0
17010900;0
17011800;0
17012700;0
17013600;0
17014500;0
17015400;0
17016300;0
17017200;0
17018100;0
17019000;0
17019900;0
17020800;0
17021700;0
17022600;0
17023500;0
17024400;0
17025300;0
17026200;0
17027100;0
17028000;0
17028900;0
17029800;0
17030700;0
17031600;0
17032500;0
17033400;0
17034300;0
17035200;0
17036100;0
17037000;0.045
17037900;0.3
17038800;0.608
17039700;0.968
17040600;1.32
17041500;1.733
17042400;2.333
17043300;3.053
17044200;3.945
17045100;4.988
17046000;6.218
17046900;7.575
17047800;9.09
17048700;10.538
17049600;11.985
17050500;13.545
17051400;14.94
17052300;16.35
17053200;17.708
17054100;18.96
17055000;20.115
17055900;21.12
17056800;22.178
17057700;23.168
17058600;24.008
17059500;24.825
17060400;25.41
17061300;25.785
17062200;25.995
17063100;26.708
17064000;27.285
17064900;27.3
17065800;27.773
17066700;27.938
17067600;28.148
17068500;27.608
17069400;24.443
17070300;25.253
17071200;27.555
17072100;26.865
17073000;26.805
17073900;20.025
17074800;13.313
17075700;9
17076600;6.188
17077500;4.973
17078400;4.013
17079300;1.605
17080200;0.788
17081100;0.375
17082000;0.18
17082900;0
17083800;0.098
17084700;0.098
17085600;0
17086500;0
17087400;0.03
17088300;0.135
17089200;0.06
17090100;0
17091000;0
17091900;0
17092800;0
17093700;0
17094600;0
17095500;0
17096400;0
17097300;0
17098200;0
17099100;0
17100000;0
17100900;0
17101800;0
17102700;0
17103600;0
17104500;0
17105400;0
17106300;0
17107200;0
17108100;0
17109000;0
17109900;0
17110800;0
17111700;0
17112600;0
17113500;0
17114400;0
17115300;0
17116200;0
17117100;0
17118000;0
17118900;0
17119800;0
17120700;0
17121600;0
17122500;0
17123400;0
17124300;0.233
17125200;0.57
17126100;0.908
17127000;1.275
17127900;1.583
17128800;2.093
17129700;2.858
17130600;3.713
17131500;4.11
17132400;6.698
17133300;7.733
17134200;9.465
17135100;11.048
17136000;12.72
17136900;14.273
17137800;15.173
17138700;16.958
17139600;18.443
17140500;19.74
17141400;20.97
17142300;22.005
17143200;22.943
17144100;23.648
17145000;24.398
17145900;24.81
17146800;25.98
17147700;26.528
17148600;26.595
17149500;27.36
17150400;28.058
17151300;30.03
17152200;24.12
17153100;22.23
17154000;16.343
17154900;18.63
17155800;20.73
17156700;22.148
17157600;26.558
17158500;23.333
17159400;26.078
17160300;11.963
17161200;16.695
17162100;19.538
17163000;23.228
17163900;18.263
17164800;16.493
17165700;9.113
17166600;11.948
17167500;17.91
17168400;10.073
17169300;10.23
17170200;3.428
17171100;2.19
17172000;2.715
17172900;5.55
17173800;4.38
17174700;1.598
17175600;0.488
17176500;0.488
17177400;0.518
17178300;0.248
17179200;0
17180100;0
17181000;0
17181900;0
17182800;0
17183700;0
17184600;0
17185500;0
17186400;0
17187300;0
17188200;0
17189100;0
17190000;0
17190900;0
17191800;0
17192700;0
17193600;0
17194500;0
17195400;0
17196300;0
17197200;0
17198100;0
17199000;0
17199900;0
17200800;0
17201700;0
17202600;0
17203500;0
17204400;0
17205300;0
17206200;0
17207100;0
17208000;0
17208900;0
17209800;0
17210700;0.12
17211600;0.51
17212500;0.998
17213400;1.448
17214300;1.77
17215200;2.273
17216100;3.105
17217000;4.095
17217900;5.4
17218800;7.058
17219700;8.925
17220600;7.313
17221500;10.095
17222400;11.85
17223300;13.35
17224200;15.668
17225100;15.87
17226000;17.7
17226900;18.968
17227800;20.033
17228700;19.965
17229600;22.223
17230500;22.928
17231400;24.66
17232300;25.005
17233200;12.923
17234100;14.558
17235000;26.46
17235900;22.44
17236800;27.203
17237700;27.428
17238600;27.465
17239500;12.375
17240400;20.265
17241300;29.348
17242200;28.755
17243100;22.44
17244000;29.063
17244900;28.455
17245800;16.035
17246700;7.665
17247600;7.718
17248500;4.223
17249400;23.138
17250300;5.88
17251200;2.168
17252100;8.348
17253000;16.41
17253900;11.805
17254800;10.553
17255700;2.798
17256600;1.305
17257500;0.36
17258400;0.083
17259300;0
17260200;0.113
17261100;0.69
17262000;2.025
17262900;1.575
17263800;0.81
17264700;0.18
17265600;0
17266500;0
17267400;0
17268300;0
17269200;0
17270100;0
17271000;0
17271900;0
17272800;0
17273700;0
17274600;0
17275500;0
17276400;0
17277300;0
17278200;0
17279100;0
17280000;0
17280900;0
17281800;0
17282700;0
17283600;0
17284500;0
17285400;0
17286300;0
17287200;0
17288100;0
17289000;0
17289900;0
17290800;0
17291700;0
17292600;0
17293500;0
17294400;0
17295300;0
17296200;0
17297100;0
17298000;0.42
17298900;0.863
17299800;0.968
17300700;0.848
17301600;1.118
17302500;1.515
17303400;2.138
17304300;2.948
17305200;4.043
17306100;4.86
17307000;5.723
17307900;6.323
17308800;6.683
17309700;10.365
17310600;17.438
17311500;19.65
17312400;19.89
17313300;21.083
17314200;23.108
17315100;18.653
17316000;19.995
17316900;24.083
17317800;24.615
17318700;25.403
17319600;26.198
17320500;26.783
17321400;26.88
17322300;27.465
17323200;27.923
17324100;28.11
17325000;28.35
17325900;28.5
17326800;28.628
17327700;28.673
17328600;28.59
17329500;28.433
17330400;28.365
17331300;27.758
17332200;27.518
17333100;26.303
17334000;23.07
17334900;21.998
17335800;23.213
17336700;22.095
17337600;20.91
17338500;19.628
17339400;18.593
17340300;17.115
17341200;11.993
17342100;13.2
17343000;7.433
17343900;7.283
17344800;4.305
17345700;4.215
17346600;3.533
17347500;2.79
17348400;1.643
17349300;1.298
17350200;0.765
17351100;0.113
17352000;0
17352900;0
17353800;0
17354700;0
17355600;0
17356500;0
17357400;0
17358300;0
17359200;0
17360100;0
17361000;0
17361900;0
17362800;0
17363700;0
17364600;0
17365500;0
17366400;0
17367300;0
17368200;0
17369100;0
17370000;0
17370900;0
17371800;0
17372700;0
17373600;0
17374500;0
17375400;0
17376300;0
17377200;0
17378100;0
17379000;0
17379900;0
17380800;0
17381700;0
17382600;0
17383500;0.158
17384400;0.428
17385300;0.788
17386200;1.148
17387100;1.598
17388000;2.198
17388900;1.913
17389800;3.165
17390700;4.335
17391600;5.213
17392500;7.425
17393400;8.933
17394300;10.163
17395200;12.053
17396100;13.838
17397000;15.068
17397900;16.478
17398800;17.873
17399700;19.133
17400600;20.378
17401500;21.443
17402400;22.523
17403300;23.43
17404200;24.503
17405100;25.523
17406000;26.04
17406900;26.483
17407800;26.903
17408700;27.435
17409600;27.578
17410500;27.78
17411400;28.058
17412300;28.178
17413200;27.87
17414100;27.968
17415000;27.885
17415900;27.608
17416800;27.158
17417700;26.97
17418600;26.52
17419500;25.943
17420400;25.26
17421300;24.255
17422200;23.363
17423100;22.403
17424000;21.225
17424900;20.063
17425800;18.653
17426700;17.183
17427600;15.893
17428500;14.22
17429400;12.518
17430300;10.755
17431200;6.668
17432100;3.398
17433000;1.703
17433900;1.058
17434800;0.825
17435700;0.645
17436600;0.39
17437500;0.113
17438400;0
17439300;0
17440200;0
17441100;0
17442000;0
17442900;0
17443800;0
17444700;0
17445600;0
17446500;0
17447400;0
17448300;0
17449200;0
17450100;0
17451000;0
17451900;0
17452800;0
17453700;0
17454600;0
17455500;0
17456400;0
17457300;0
17458200;0
17459100;0
17460000;0
17460900;0
17461800;0
17462700;0
17463600;0
17464500;0
17465400;0
17466300;0
17467200;0
17468100;0
17469000;0
17469900;0.128
17470800;0.45
17471700;0.743
17472600;1.05
17473500;1.365
17474400;1.853
17475300;2.52
17476200;3.435
17477100;4.508
17478000;5.805
17478900;7.193
17479800;8.64
17480700;10.2
17481600;11.648
17482500;13.013
17483400;14.453
17484300;15.93
17485200;17.213
17486100;18.54
17487000;19.695
17487900;20.79
17488800;21.758
17489700;22.748
17490600;23.64
17491500;24.3
17492400;24.57
17493300;25.275
17494200;25.628
17495100;26.595
17496000;26.918
17496900;27.503
17497800;28.208
17498700;28.778
17499600;9.885
17500500;5.19
17501400;4.665
17502300;3.878
17503200;3.21
17504100;3.038
17505000;3.255
17505900;2.31
17506800;1.133
17507700;1.545
17508600;1.658
17509500;1.92
17510400;2.595
17511300;3.69
17512200;4.23
17513100;5.183
17514000;3.683
17514900;2.363
17515800;2.213
17516700;2.933
17517600;3
17518500;2.175
17519400;1.665
17520300;1.695
17521200;1.305
17522100;0.72
17523000;0.113
17523900;0
17524800;0
17525700;0
17526600;0
17527500;0
17528400;0
17529300;0
17530200;0
17531100;0
17532000;0
17532900;0
17533800;0
17534700;0
17535600;0
17536500;0
17537400;0
17538300;0
17539200;0
17540100;0
17541000;0
17541900;0
17542800;0
17543700;0
17544600;0
17545500;0
17546400;0
17547300;0
17548200;0
17549100;0
17550000;0
17550900;0
17551800;0
17552700;0
17553600;0
17554500;0
17555400;0
17556300;0.015
17557200;0.315
17558100;0.608
17559000;0.99
17559900;1.328
17560800;2.1
17561700;3.03
17562600;3.233
17563500;3.968
17564400;5.093
17565300;7.47
17566200;8.58
17567100;9.975
17568000;10.403
17568900;14.723
17569800;14.76
17570700;15.495
17571600;15.563
17572500;15.9
17573400;14.873
17574300;12.165
17575200;17.933
17576100;24.735
17577000;24.383
17577900;23.64
17578800;26.273
17579700;26.978
17580600;26.783
17581500;26.61
17582400;27.57
17583300;28.103
17584200;28.89
17585100;27.728
17586000;26.918
17586900;28.335
17587800;28.283
17588700;28.335
17589600;28.013
17590500;27.855
17591400;26.775
17592300;25.845
17593200;22.133
17594100;20.933
17595000;14.835
17595900;19.2
17596800;11.7
17597700;17.843
17598600;10.8
17599500;7.845
17600400;4.673
17601300;3.75
17602200;3.15
17603100;2.843
17604000;2.378
17604900;0.893
17605800;0.938
17606700;0.435
17607600;0.083
17608500;0
17609400;0
17610300;0
17611200;0
17612100;0
17613000;0
17613900;0
17614800;0
17615700;0
17616600;0
17617500;0
17618400;0
17619300;0
17620200;0
17621100;0
17622000;0
17622900;0
17623800;0
17624700;0
17625600;0
17626500;0
17627400;0
17628300;0
17629200;0
17630100;0
17631000;0
17631900;0
17632800;0
17633700;0
17634600;0
17635500;0
17636400;0
17637300;0
17638200;0
17639100;0
17640000;0
17640900;0
17641800;0
17642700;0
17643600;0.24
17644500;0.645
17645400;1.155
17646300;1.958
17647200;3.27
17648100;4.178
17649000;5.55
17649900;7.613
17650800;8.558
17651700;7.838
17652600;7.68
17653500;10.943
17654400;12.338
17655300;11.468
17656200;11.288
17657100;9.885
17658000;12.825
17658900;12.705
17659800;8.835
17660700;14.25
17661600;22.028
17662500;23.01
17663400;25.425
17664300;22.515
17665200;18.563
17666100;22.08
17667000;26.543
17667900;25.65
17668800;24.285
17669700;16.35
17670600;23.385
17671500;22.65
17672400;26.085
17673300;19.335
17674200;27.165
17675100;14.153
17676000;28.763
17676900;15.96
17677800;6.495
17678700;3.9
17679600;2.235
17680500;1.778
17681400;2.145
17682300;2.738
17683200;3.855
17684100;6.03
17685000;5.865
17685900;3.758
17686800;4.958
17687700;8.588
17688600;11.543
17689500;7.47
17690400;4.455
17691300;3.135
17692200;2.378
17693100;2.01
17694000;1.403
17694900;0.195
17695800;0
17696700;0
17697600;0
17698500;0
17699400;0
17700300;0
17701200;0
17702100;0
17703000;0
17703900;0
17704800;0
17705700;0
17706600;0
17707500;0
17708400;0
17709300;0
17710200;0
17711100;0
17712000;0
17712900;0
17713800;0
17714700;0
17715600;0
17716500;0
17717400;0
17718300;0
17719200;0
17720100;0
17721000;0
17721900;0
17722800;0
17723700;0
17724600;0
17725500;0
17726400;0
17727300;0
17728200;0
17729100;0.03
17730000;0.405
17730900;0.225
17731800;0.435
17732700;0.825
17733600;1.193
17734500;1.98
17735400;4.29
17736300;5.183
17737200;7.695
17738100;7.583
17739000;6.69
17739900;6.158
17740800;6.15
17741700;10.365
17742600;10.95
17743500;10.65
17744400;16.748
17745300;22.905
17746200;20.003
17747100;19.47
17748000;25.515
17748900;17.498
17749800;13.493
17750700;21.533
17751600;26.85
17752500;28.02
17753400;28.11
17754300;24.893
17755200;13.673
17756100;8.858
17757000;17.123
17757900;16.088
17758800;18.33
17759700;25.193
17760600;31.815
17761500;17.1
17762400;2.88
17763300;0.81
17764200;1.013
17765100;2.843
17766000;3.33
17766900;5.94
17767800;4.26
17768700;1.988
17769600;0.623
17770500;2.325
17771400;7.68
17772300;4.335
17773200;2.318
17774100;0.923
17775000;0.495
17775900;0.713
17776800;0.548
17777700;0.248
17778600;0.15
17779500;0.03
17780400;0
17781300;0
17782200;0
17783100;0
17784000;0
17784900;0
17785800;0
17786700;0
17787600;0
17788500;0
17789400;0
17790300;0
17791200;0
17792100;0
17793000;0
17793900;0
17794800;0
17795700;0
17796600;0
17797500;0
17798400;0
17799300;0
17800200;0
17801100;0
17802000;0
17802900;0
17803800;0
17804700;0
17805600;0
17806500;0
17807400;0
17808300;0
17809200;0
17810100;0
17811000;0
17811900;0
17812800;0
17813700;0
17814600;0
17815500;0.015
17816400;0.45
17817300;1.193
17818200;1.725
17819100;2.243
17820000;2.363
17820900;2.475
17821800;4.373
17822700;3.803
17823600;7.283
17824500;8.73
17825400;9.54
17826300;11.265
17827200;12.878
17828100;14.393
17829000;15.983
17829900;17.715
17830800;19.163
17831700;20.655
17832600;21.788
17833500;23.175
17834400;23.438
17835300;24.81
17836200;25.613
17837100;26.175
17838000;27.488
17838900;27.758
17839800;27.833
17840700;25.86
17841600;26.333
17842500;26.993
17843400;26.295
17844300;28.793
17845200;27.218
17846100;22.748
17847000;22.695
17847900;25.485
17848800;22.785
17849700;16.5
17850600;13.103
17851500;15.593
17852400;19.703
17853300;14.378
17854200;19.53
17855100;18.045
17856000;11.663
17856900;11.813
17857800;9.383
17858700;6.855
17859600;8.28
17860500;5.063
17861400;6.78
17862300;8.483
17863200;6.045
17864100;2.985
17865000;2.618
17865900;1.838
17866800;0.968
17867700;0.495
17868600;0.053
17869500;0
17870400;0
17871300;0
17872200;0
17873100;0
17874000;0
17874900;0
17875800;0
17876700;0
17877600;0
17878500;0
17879400;0
17880300;0
17881200;0
17882100;0
17883000;0
17883900;0
17884800;0
17885700;0
17886600;0
17887500;0
17888400;0
